trajectory_path,category,length,duration_s,waypoint_dt_s,start_waypoint_min_idx,start_waypoint_max_idx,horizontal_displacement_m,horizontal_range_m,path_length_m
trajectoryToLearn/world_json/cinematic_db/crane_up/crane_up_095.json,crane_up,120,12.0,0.1,30,83,1.1369,1.14271,1.256812
trajectoryToLearn/world_json/cinematic_db/handheld_subtle/handheld_subtle_017.json,handheld_subtle,120,12.0,0.1,30,83,1.02379,1.14399,2.001987
trajectoryToLearn/world_json/cinematic_db/crane_down/crane_down_072.json,crane_down,120,12.0,0.1,30,83,1.141771,1.150394,1.242913
trajectoryToLearn/world_json/cinematic_db/handheld_subtle/handheld_subtle_074.json,handheld_subtle,120,12.0,0.1,30,83,0.78879,1.153999,2.778293
trajectoryToLearn/world_json/cinematic_db/crane_down/crane_down_063.json,crane_down,120,12.0,0.1,30,83,1.143926,1.155088,1.330323
trajectoryToLearn/world_json/cinematic_db/crane_up/crane_up_085.json,crane_up,120,12.0,0.1,30,83,1.144319,1.159447,1.305032
trajectoryToLearn/world_json/cinematic_db/crane_down/crane_down_056.json,crane_down,120,12.0,0.1,30,83,1.141636,1.159674,1.394629
trajectoryToLearn/world_json/cinematic_db/crane_down/crane_down_018.json,crane_down,120,12.0,0.1,30,83,1.166607,1.166607,1.27777
trajectoryToLearn/world_json/cinematic_db/crane_up/crane_up_063.json,crane_up,120,12.0,0.1,30,83,1.165202,1.170047,1.279169
trajectoryToLearn/world_json/cinematic_db/handheld_subtle/handheld_subtle_035.json,handheld_subtle,120,12.0,0.1,30,83,1.168893,1.175331,1.481924
trajectoryToLearn/world_json/cinematic_db/crane_up/crane_up_013.json,crane_up,120,12.0,0.1,30,83,1.180494,1.180494,1.26781
trajectoryToLearn/world_json/cinematic_db/crane_down/crane_down_044.json,crane_down,120,12.0,0.1,30,83,1.183761,1.194517,1.323489
trajectoryToLearn/world_json/cinematic_db/crane_up/crane_up_071.json,crane_up,120,12.0,0.1,30,83,1.193001,1.198895,1.341768
trajectoryToLearn/world_json/cinematic_db/handheld_subtle/handheld_subtle_093.json,handheld_subtle,120,12.0,0.1,30,83,1.094947,1.205426,1.971726
trajectoryToLearn/world_json/cinematic_db/crane_up/crane_up_065.json,crane_up,120,12.0,0.1,30,83,1.191369,1.207503,1.3589
trajectoryToLearn/world_json/cinematic_db/crane_up/crane_up_099.json,crane_up,120,12.0,0.1,30,83,1.212111,1.212611,1.354248
trajectoryToLearn/world_json/cinematic_db/handheld_subtle/handheld_subtle_024.json,handheld_subtle,120,12.0,0.1,30,83,0.858405,1.217165,2.395709
trajectoryToLearn/world_json/cinematic_db/crane_up/crane_up_007.json,crane_up,120,12.0,0.1,30,83,1.213418,1.219774,1.300088
trajectoryToLearn/world_json/cinematic_db/handheld_subtle/handheld_subtle_062.json,handheld_subtle,120,12.0,0.1,30,83,1.214038,1.222468,1.916046
trajectoryToLearn/world_json/cinematic_db/handheld_subtle/handheld_subtle_023.json,handheld_subtle,120,12.0,0.1,30,83,0.901184,1.231782,2.37347
trajectoryToLearn/world_json/cinematic_db/crane_down/crane_down_065.json,crane_down,120,12.0,0.1,30,83,1.239727,1.240392,1.295948
trajectoryToLearn/world_json/cinematic_db/crane_up/crane_up_081.json,crane_up,120,12.0,0.1,30,83,1.233154,1.241079,1.332207
trajectoryToLearn/world_json/cinematic_db/crane_down/crane_down_066.json,crane_down,120,12.0,0.1,30,83,1.224222,1.242102,1.39613
trajectoryToLearn/world_json/cinematic_db/crane_down/crane_down_068.json,crane_down,120,12.0,0.1,30,83,1.240426,1.250168,1.426903
trajectoryToLearn/world_json/cinematic_db/crane_down/crane_down_058.json,crane_down,120,12.0,0.1,30,83,1.236771,1.254914,1.408604
trajectoryToLearn/world_json/cinematic_db/crane_down/crane_down_006.json,crane_down,120,12.0,0.1,30,83,1.247669,1.26063,1.424836
trajectoryToLearn/world_json/cinematic_db/crane_up/crane_up_003.json,crane_up,120,12.0,0.1,30,83,1.255077,1.262474,1.372823
trajectoryToLearn/world_json/cinematic_db/crane_up/crane_up_051.json,crane_up,120,12.0,0.1,30,83,1.225547,1.266377,1.460074
trajectoryToLearn/world_json/cinematic_db/crane_down/crane_down_028.json,crane_down,120,12.0,0.1,30,83,1.270532,1.270532,1.356816
trajectoryToLearn/world_json/cinematic_db/handheld_subtle/handheld_subtle_096.json,handheld_subtle,120,12.0,0.1,30,83,0.882802,1.273007,3.298309
trajectoryToLearn/world_json/cinematic_db/crane_down/crane_down_048.json,crane_down,120,12.0,0.1,30,83,1.271065,1.273733,1.368261
trajectoryToLearn/world_json/cinematic_db/handheld_subtle/handheld_subtle_071.json,handheld_subtle,120,12.0,0.1,30,83,0.814057,1.276919,2.725837
trajectoryToLearn/world_json/cinematic_db/handheld_subtle/handheld_subtle_009.json,handheld_subtle,120,12.0,0.1,30,83,1.069075,1.287356,2.263504
trajectoryToLearn/world_json/cinematic_db/handheld_subtle/handheld_subtle_020.json,handheld_subtle,120,12.0,0.1,30,83,1.195601,1.290002,1.985954
trajectoryToLearn/world_json/cinematic_db/handheld_subtle/handheld_subtle_021.json,handheld_subtle,120,12.0,0.1,30,83,1.165048,1.29444,2.147555
trajectoryToLearn/world_json/cinematic_db/crane_up/crane_up_021.json,crane_up,120,12.0,0.1,30,83,1.285908,1.295489,1.455212
trajectoryToLearn/world_json/cinematic_db/handheld_subtle/handheld_subtle_027.json,handheld_subtle,120,12.0,0.1,30,83,1.218399,1.300567,2.06328
trajectoryToLearn/world_json/cinematic_db/crane_up/crane_up_032.json,crane_up,120,12.0,0.1,30,83,1.301789,1.302136,1.445002
trajectoryToLearn/world_json/cinematic_db/crane_up/crane_up_050.json,crane_up,120,12.0,0.1,30,83,1.305623,1.305623,1.503291
trajectoryToLearn/world_json/cinematic_db/crane_up/crane_up_001.json,crane_up,120,12.0,0.1,30,83,1.306573,1.306573,1.44921
trajectoryToLearn/world_json/cinematic_db/crane_down/crane_down_011.json,crane_down,120,12.0,0.1,30,83,1.309173,1.309633,1.436981
trajectoryToLearn/world_json/cinematic_db/crane_down/crane_down_088.json,crane_down,120,12.0,0.1,30,83,1.299103,1.312952,1.429721
trajectoryToLearn/world_json/cinematic_db/handheld_subtle/handheld_subtle_082.json,handheld_subtle,120,12.0,0.1,30,83,1.291729,1.319645,1.776748
trajectoryToLearn/world_json/cinematic_db/crane_up/crane_up_012.json,crane_up,120,12.0,0.1,30,83,1.319484,1.321816,1.461947
trajectoryToLearn/world_json/cinematic_db/crane_up/crane_up_049.json,crane_up,120,12.0,0.1,30,83,1.319732,1.322407,1.448474
trajectoryToLearn/world_json/cinematic_db/handheld_subtle/handheld_subtle_011.json,handheld_subtle,120,12.0,0.1,30,83,1.257599,1.334724,1.915166
trajectoryToLearn/world_json/cinematic_db/handheld_subtle/handheld_subtle_052.json,handheld_subtle,120,12.0,0.1,30,83,1.123244,1.335891,2.837973
trajectoryToLearn/world_json/cinematic_db/crane_up/crane_up_096.json,crane_up,120,12.0,0.1,30,83,1.331884,1.337984,1.413774
trajectoryToLearn/world_json/cinematic_db/crane_up/crane_up_039.json,crane_up,120,12.0,0.1,30,83,1.346003,1.346003,1.396324
trajectoryToLearn/world_json/cinematic_db/handheld_subtle/handheld_subtle_070.json,handheld_subtle,120,12.0,0.1,30,83,1.055664,1.346743,2.920189
trajectoryToLearn/world_json/cinematic_db/handheld_subtle/handheld_subtle_007.json,handheld_subtle,120,12.0,0.1,30,83,1.25318,1.348478,2.584169
trajectoryToLearn/world_json/cinematic_db/handheld_subtle/handheld_subtle_002.json,handheld_subtle,120,12.0,0.1,30,83,1.155149,1.349776,2.652967
trajectoryToLearn/world_json/cinematic_db/handheld_subtle/handheld_subtle_008.json,handheld_subtle,120,12.0,0.1,30,83,1.153142,1.350047,2.78899
trajectoryToLearn/world_json/cinematic_db/handheld_subtle/handheld_subtle_046.json,handheld_subtle,120,12.0,0.1,30,83,0.840994,1.354855,3.499136
trajectoryToLearn/world_json/cinematic_db/handheld_subtle/handheld_subtle_081.json,handheld_subtle,120,12.0,0.1,30,83,1.257814,1.356989,2.423903
trajectoryToLearn/world_json/cinematic_db/crane_down/crane_down_085.json,crane_down,120,12.0,0.1,30,83,1.357283,1.357574,1.434034
trajectoryToLearn/world_json/cinematic_db/crane_up/crane_up_073.json,crane_up,120,12.0,0.1,30,83,1.352208,1.364231,1.493876
trajectoryToLearn/world_json/cinematic_db/crane_up/crane_up_038.json,crane_up,120,12.0,0.1,30,83,1.364609,1.365854,1.4724
trajectoryToLearn/world_json/cinematic_db/handheld_subtle/handheld_subtle_044.json,handheld_subtle,120,12.0,0.1,30,83,1.050548,1.366431,2.801123
trajectoryToLearn/world_json/cinematic_db/handheld_subtle/handheld_subtle_097.json,handheld_subtle,120,12.0,0.1,30,83,1.203527,1.370482,3.12129
trajectoryToLearn/world_json/cinematic_db/handheld_subtle/handheld_subtle_022.json,handheld_subtle,120,12.0,0.1,30,83,0.957843,1.370856,2.354329
trajectoryToLearn/world_json/cinematic_db/crane_up/crane_up_011.json,crane_up,120,12.0,0.1,30,83,1.366005,1.372055,1.447022
trajectoryToLearn/world_json/cinematic_db/crane_down/crane_down_095.json,crane_down,120,12.0,0.1,30,83,1.371583,1.378156,1.453952
trajectoryToLearn/world_json/cinematic_db/crane_up/crane_up_016.json,crane_up,120,12.0,0.1,30,83,1.377039,1.383329,1.491932
trajectoryToLearn/world_json/cinematic_db/handheld_subtle/handheld_subtle_090.json,handheld_subtle,120,12.0,0.1,30,83,1.236443,1.384459,2.484583
trajectoryToLearn/world_json/cinematic_db/handheld_subtle/handheld_subtle_065.json,handheld_subtle,120,12.0,0.1,30,83,1.269764,1.385348,2.197147
trajectoryToLearn/world_json/cinematic_db/crane_down/crane_down_004.json,crane_down,120,12.0,0.1,30,83,1.37763,1.387859,1.549048
trajectoryToLearn/world_json/cinematic_db/crane_down/crane_down_081.json,crane_down,120,12.0,0.1,30,83,1.388791,1.393436,1.536602
trajectoryToLearn/world_json/cinematic_db/handheld_subtle/handheld_subtle_076.json,handheld_subtle,120,12.0,0.1,30,83,1.304662,1.39894,2.270401
trajectoryToLearn/world_json/cinematic_db/handheld_subtle/handheld_subtle_064.json,handheld_subtle,120,12.0,0.1,30,83,1.304039,1.399783,2.038088
trajectoryToLearn/world_json/cinematic_db/handheld_subtle/handheld_subtle_045.json,handheld_subtle,120,12.0,0.1,30,83,1.026239,1.403582,3.06715
trajectoryToLearn/world_json/cinematic_db/crane_down/crane_down_062.json,crane_down,120,12.0,0.1,30,83,1.405511,1.405511,1.501877
trajectoryToLearn/world_json/cinematic_db/handheld_subtle/handheld_subtle_077.json,handheld_subtle,120,12.0,0.1,30,83,1.293537,1.406014,2.64485
trajectoryToLearn/world_json/cinematic_db/crane_up/crane_up_061.json,crane_up,120,12.0,0.1,30,83,1.397079,1.406813,1.556981
trajectoryToLearn/world_json/cinematic_db/handheld_subtle/handheld_subtle_075.json,handheld_subtle,120,12.0,0.1,30,83,1.231907,1.412619,2.170539
trajectoryToLearn/world_json/cinematic_db/crane_down/crane_down_042.json,crane_down,120,12.0,0.1,30,83,1.405735,1.415964,1.530013
trajectoryToLearn/world_json/cinematic_db/crane_down/crane_down_009.json,crane_down,120,12.0,0.1,30,83,1.426945,1.431333,1.53118
trajectoryToLearn/world_json/cinematic_db/handheld_subtle/handheld_subtle_061.json,handheld_subtle,120,12.0,0.1,30,83,1.229122,1.436087,3.06176
trajectoryToLearn/world_json/cinematic_db/handheld_subtle/handheld_subtle_031.json,handheld_subtle,120,12.0,0.1,30,83,1.315291,1.437108,2.600895
trajectoryToLearn/world_json/cinematic_db/handheld_subtle/handheld_subtle_013.json,handheld_subtle,120,12.0,0.1,30,83,1.270071,1.440448,2.43117
trajectoryToLearn/world_json/cinematic_db/crane_down/crane_down_096.json,crane_down,120,12.0,0.1,30,83,1.440176,1.440815,1.573616
trajectoryToLearn/world_json/cinematic_db/crane_down/crane_down_057.json,crane_down,120,12.0,0.1,30,83,1.441069,1.451141,1.529495
trajectoryToLearn/world_json/cinematic_db/crane_down/crane_down_069.json,crane_down,120,12.0,0.1,30,83,1.436962,1.451168,1.538399
trajectoryToLearn/world_json/cinematic_db/handheld_subtle/handheld_subtle_054.json,handheld_subtle,120,12.0,0.1,30,83,0.767676,1.453282,3.702649
trajectoryToLearn/world_json/cinematic_db/crane_down/crane_down_024.json,crane_down,120,12.0,0.1,30,83,1.454861,1.454861,1.592435
trajectoryToLearn/world_json/cinematic_db/crane_up/crane_up_034.json,crane_up,120,12.0,0.1,30,83,1.462851,1.466203,1.560769
trajectoryToLearn/world_json/cinematic_db/crane_up/crane_up_015.json,crane_up,120,12.0,0.1,30,83,1.465976,1.466296,1.606401
trajectoryToLearn/world_json/cinematic_db/crane_down/crane_down_043.json,crane_down,120,12.0,0.1,30,83,1.473378,1.473378,1.526492
trajectoryToLearn/world_json/cinematic_db/crane_up/crane_up_045.json,crane_up,120,12.0,0.1,30,83,1.473827,1.476172,1.623707
trajectoryToLearn/world_json/cinematic_db/crane_up/crane_up_078.json,crane_up,120,12.0,0.1,30,83,1.481167,1.486078,1.592397
trajectoryToLearn/world_json/cinematic_db/crane_up/crane_up_062.json,crane_up,120,12.0,0.1,30,83,1.469951,1.490271,1.616308
trajectoryToLearn/world_json/cinematic_db/crane_down/crane_down_035.json,crane_down,120,12.0,0.1,30,83,1.478607,1.490447,1.578267
trajectoryToLearn/world_json/scene_3/retreat_traj_1_y_scaled.json,scene_3,120,12.0,0.1,30,83,1.5,1.5,2.635622
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_035.json,dolly_pull_out,120,12.0,0.1,30,83,1.500455,1.501294,1.562639
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_028.json,dolly_pull_out,120,12.0,0.1,30,83,1.500024,1.501446,1.588691
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_015.json,dolly_pull_out,120,12.0,0.1,30,83,1.500145,1.502083,1.704347
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_005.json,dolly_pull_out,120,12.0,0.1,30,83,1.501006,1.502617,1.662304
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_042.json,dolly_pull_out,120,12.0,0.1,30,83,1.501045,1.50294,1.651636
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_068.json,dolly_pull_out,120,12.0,0.1,30,83,1.500598,1.502959,1.612938
trajectoryToLearn/world_json/scene_3/retreat_traj_4.json,scene_3,120,12.0,0.1,30,83,1.5,1.503329,1.771465
trajectoryToLearn/world_json/scene_3/retreat_traj_2.json,scene_3,120,12.0,0.1,30,83,1.5,1.503329,1.767482
trajectoryToLearn/world_json/scene_3/retreat_traj_1.json,scene_3,120,12.0,0.1,30,83,1.5,1.503329,1.771355
trajectoryToLearn/world_json/scene_3/retreat_traj_3.json,scene_3,120,12.0,0.1,30,83,1.5,1.503329,1.767537
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_083.json,dolly_pull_out,120,12.0,0.1,30,83,1.500056,1.503355,1.791819
trajectoryToLearn/world_json/scene_3/retreat_traj_6.json,scene_3,120,12.0,0.1,30,83,1.5,1.503624,1.774431
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_057.json,dolly_pull_out,120,12.0,0.1,30,83,1.500001,1.503682,1.697081
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_018.json,dolly_pull_out,120,12.0,0.1,30,83,1.501705,1.504504,1.629357
trajectoryToLearn/world_json/scene_3/retreat_traj_5.json,scene_3,120,12.0,0.1,30,83,1.5,1.504544,1.791574
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_036.json,dolly_pull_out,120,12.0,0.1,30,83,1.500453,1.504571,1.721213
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_046.json,dolly_pull_out,120,12.0,0.1,30,83,1.500072,1.504601,1.723718
trajectoryToLearn/world_json/scene_3/retreat_traj_9.json,scene_3,120,12.0,0.1,30,83,1.5,1.504756,1.794227
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_003.json,dolly_pull_out,120,12.0,0.1,30,83,1.504751,1.504825,1.804998
trajectoryToLearn/world_json/scene_3/retreat_traj_7.json,scene_3,120,12.0,0.1,30,83,1.5,1.504985,1.796385
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_077.json,dolly_pull_out,120,12.0,0.1,30,83,1.500144,1.505037,1.711655
trajectoryToLearn/world_json/scene_3/retreat_traj_8.json,scene_3,120,12.0,0.1,30,83,1.5,1.505483,1.793436
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_014.json,dolly_pull_out,120,12.0,0.1,30,83,1.502862,1.505748,1.718435
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_082.json,dolly_pull_out,120,12.0,0.1,30,83,1.500534,1.50576,1.856888
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_072.json,dolly_pull_out,120,12.0,0.1,30,83,1.50033,1.505779,1.673321
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_061.json,dolly_pull_out,120,12.0,0.1,30,83,1.50242,1.506033,1.770257
trajectoryToLearn/world_json/cinematic_db/handheld_subtle/handheld_subtle_086.json,handheld_subtle,120,12.0,0.1,30,83,0.66134,1.506869,3.389224
trajectoryToLearn/world_json/scene_3/retreat_traj_10.json,scene_3,120,12.0,0.1,30,83,1.5,1.507615,1.798822
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_013.json,dolly_pull_out,120,12.0,0.1,30,83,1.500456,1.507821,1.692586
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_066.json,dolly_pull_out,120,12.0,0.1,30,83,1.501643,1.507891,1.718014
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_052.json,dolly_pull_out,120,12.0,0.1,30,83,1.5,1.50829,1.736422
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_053.json,dolly_pull_out,120,12.0,0.1,30,83,1.500039,1.508339,1.798973
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_033.json,dolly_pull_out,120,12.0,0.1,30,83,1.500004,1.508386,1.769943
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_011.json,dolly_pull_out,120,12.0,0.1,30,83,1.508129,1.508435,1.812759
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_084.json,dolly_pull_out,120,12.0,0.1,30,83,1.500344,1.508637,1.692693
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_060.json,dolly_pull_out,120,12.0,0.1,30,83,1.502209,1.508663,1.790897
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_038.json,dolly_pull_out,120,12.0,0.1,30,83,1.508743,1.508743,1.607255
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_032.json,dolly_pull_out,120,12.0,0.1,30,83,1.505601,1.508825,1.803192
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_001.json,dolly_pull_out,120,12.0,0.1,30,83,1.500086,1.50887,1.80095
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_094.json,dolly_pull_out,120,12.0,0.1,30,83,1.503939,1.509433,1.703993
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_058.json,dolly_pull_out,120,12.0,0.1,30,83,1.500003,1.50955,1.848261
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_059.json,dolly_pull_out,120,12.0,0.1,30,83,1.500693,1.509888,1.829649
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_023.json,dolly_pull_out,120,12.0,0.1,30,83,1.501055,1.510034,1.688108
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_086.json,dolly_pull_out,120,12.0,0.1,30,83,1.502514,1.510127,1.673531
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_078.json,dolly_pull_out,120,12.0,0.1,30,83,1.501868,1.510159,1.82078
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_002.json,dolly_pull_out,120,12.0,0.1,30,83,1.503956,1.510331,1.744862
trajectoryToLearn/world_json/cinematic_db/handheld_subtle/handheld_subtle_080.json,handheld_subtle,120,12.0,0.1,30,83,1.126463,1.510505,2.92964
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_079.json,dolly_pull_out,120,12.0,0.1,30,83,1.506552,1.510563,1.665273
